"device_id","meldecode","meldeklasse","interndiagcode","kurztext_de","kurztext_2","kurztext_3","kurztext_4"
"1","21921","I","1957","+3 Hauptschalterfreigabe AC eigene TE erteilt","+3 выдано разрешение на включение главного выключателя перем. тока в собственной тяговой секции","Поступило ДС 21921 +3 выдано разрешение на включение главного выключателя перем. тока в собственной тяговой секции","Более не активно ДС 21921 +3 выдано разрешение на включение главного выключателя перем. тока в собственной тяговой секции"
"1","21922","I","1958","+3 Hauptschalterfreigabe AC erteilt","+3 выдано разрешение на включение главного выключателя перем. тока","Поступило ДС 21922 +3 выдано разрешение на включение главного выключателя перем. тока","Более не активно ДС 21922 +3 выдано разрешение на включение главного выключателя перем. тока"
"1","21923","I","1959","+4 Hauptschalterfreigabe AC eigene TE erteilt","+4 выдано разрешение на включение главного выключателя перем. тока в собственной тяговой секции","Поступило ДС 21923 +4 выдано разрешение на включение главного выключателя перем. тока в собственной тяговой секции","Более не активно ДС 21923 +4 выдано разрешение на включение главного выключателя перем. тока в собственной тяговой секции"
"1","21924","I","1960","+4 Hauptschalterfreigabe AC erteilt","+4 выдано разрешение на включение главного выключателя перем. тока","Поступило ДС 21924 +4 выдано разрешение на включение главного выключателя перем. тока","Более не активно ДС 21924 +4 выдано разрешение на включение главного выключателя перем. тока"
"1","21925","I","1961","+3 DC-Hauptschalter ist eingeschaltet","+3 главный выключатель постоянного тока включен.","БВ вагона +300 включен","БВ вагона +300 выключен"
"1","21926","I","1962","+3 AC-Hauptschalter ist eingeschaltet","+3 главный выключатель перем. тока включен.","ГВ вагона +300 включен","ГВ вагона +300 выключен"
"1","21927","I","1963","+4 DC-Hauptschalter ist eingeschaltet","+4 главный выключатель постоянного тока включен.","БВ вагона +400 включен","БВ вагона +400 выключен"
"1","21928","I","1964","+4 AC-Hauptschalter ist eingeschaltet","+4 главный выключатель перем. тока включен.","ГВ вагона +400 включен","ГВ вагона +400 выключен"
"1","21929","I","1965","+3 Trenner AC Heizleitung ist geschlossen","+3 разъединитель нагревательного кабеля перем. тока замкнут","Разъединитель 3кВ на вагоне +300 (Q04) замкнут","Разъединитель 3кВ на вагоне +300 (Q04) разомкнут"
"1","21930","I","1966","+3 Trenner DC Heizleitung ist geschlossen","+3 разъединитель нагревательного кабеля пост. тока замкнут","Короткозамыкатель 3кВ на вагоне +300 (Q05) замкнут","Короткозамыкатель 3кВ на вагоне +300 (Q05) разомкнут"
"1","21931","I","1967","+4 Trenner AC Heizleitung ist geschlossen","+4 разъединитель нагревательного кабеля перем. тока замкнут","Разъединитель 3кВ на вагоне +400 (Q04) замкнут","Разъединитель 3кВ на вагоне +400 (Q04) разомкнут"
"1","21932","I","1968","+4 Trenner DC Heizleitung ist geschlossen","+4 разъединитель нагревательного кабеля пост. тока замкнут","Короткозамыкатель 3кВ на вагоне +400 (Q05) замкнут","Короткозамыкатель 3кВ на вагоне +400 (Q05) разомкнут"
"1","21934","I","1969","AC Hauptschalterfreigabeschleifentest kann nicht gestartet werden","Невозможно запустить проверку петли деблокировки главного выключателя перем. тока","Поступило ДС 21934 Невозможно запустить проверку петли деблокировки главного выключателя перем. тока","Более не активно ДС 21934 Невозможно запустить проверку петли деблокировки главного выключателя перем. тока"
"1","21935","I","1970","DC Hauptschalterfreigabeschleifentest kann nicht gestartet werden","Невозможно запустить проверку петли деблокировки главного выключателя пост. тока","Поступило ДС 21935 Невозможно запустить проверку петли деблокировки главного выключателя пост. тока","Более не активно ДС 21935 Невозможно запустить проверку петли деблокировки главного выключателя пост. тока"
"1","21940","I","1971","Traktion: +3 Systemumschalter in DC","Сил.Сх.: +3 сист. перекл. на пост. токе","Системный переключатель вагона +300 в положении постоянного тока","Системный переключатель вагона +300 не в положении постоянного тока"
"1","21941","I","1972","Traktion: +3 Systemumschalter in AC","Сил.Сх.: +3 сист. перекл. на перемен. токе","Системный переключатель вагона +300 в положении переменного тока","Системный переключатель вагона +300 не в положении переменного тока"
"1","21942","I","1973","Traktion: +4 Systemumschalter in DC","Сил.Сх.: +4 сист. перекл. на пост. токе","Системный переключатель вагона +400 в положении постоянного тока","Системный переключатель вагона +400 не в положении постоянного тока"
"1","21943","I","1974","Traktion: +4 Systemumschalter in AC","Сил.Сх.: +4 сист. перекл. на перемен. токе","Системный переключатель вагона +400 в положении переменного тока","Системный переключатель вагона +400 не в положении переменного тока"
"1","21950","M","1933","+3 DC-HS ist ausgeschaltet (Schutzeingriff)","+3 главный выключатель постоянного тока выключен","Поступило ДС 21950 +3 главный выключатель постоянного тока выключен","Более не активно ДС 21950 +3 главный выключатель постоянного тока выключен"
"1","21951","M","1934","+4 DC-HS ist ausgeschaltet (Schutzeingriff)","+4 главный выключатель постоянного тока выключен","Поступило ДС 21951 +4 главный выключатель постоянного тока выключен","Более не активно ДС 21951 +4 главный выключатель постоянного тока выключен"
"1","21952","M","1935","+3 AC-HS ist ausgeschaltet (Schutzeingriff)","+3 главный выключатель перем. тока выключен","Поступило ДС 21952 +3 главный выключатель перем. тока выключен","Более не активно ДС 21952 +3 главный выключатель перем. тока выключен"
"1","21953","M","1936","+4 AC-HS ist ausgeschaltet (Schutzeingriff)","+4 главный выключатель перем. тока выключен","Поступило ДС 21953 +4 главный выключатель перем. тока выключен","Более не активно ДС 21953 +4 главный выключатель перем. тока выключен"
"1","21954","D","1937","+3 HS ist wegen Systemerkennung ausgeschaltet","+3 главный выключатель перем. тока выключен","Поступило ДС 21954 +3 главный выключатель перем. тока выключен","Более не активно ДС 21954 +3 главный выключатель перем. тока выключен"
"1","21955","D","1938","+4 HS ist wegen Systemerkennung ausgeschaltet","+4 главный выключатель перем. тока/быстродействующий выключатель постоянного тока выключен","Поступило ДС 21955 +4 главный выключатель перем. тока/быстродействующий выключатель постоянного тока выключен","Более не активно ДС 21955 +4 главный выключатель перем. тока/быстродействующий выключатель постоянного тока выключен"
"1","21999","M","227","Traktion: Stromabnehmer","Тяга: Токоприемник","Поступило ДС 21999 Тяга: Токоприемник","Более не активно ДС 21999 Тяга: Токоприемник"
"1","22001","I","1975","AFB ist aktiv","Режим автоведения активен","Активирован режим автоведения","Деактивирован режим автоведения"
"1","22002","B","228","AFB ist gestört","Автоведение: сбой","Поступило ДС 22002 Автоведение: сбой","Более не активно ДС 22002 Автоведение: сбой"
"1","22004","I","1976","AFB F_B_Überwachung","Контроль автоведения","Поступило ДС 22004 Контроль автоведения","Более не активно ДС 22004 Контроль автоведения"
"1","23100","A","229","ASG: +1 MVB-Kommunikationsfehler mit ASG11","БУП: +1 ошибка MVB БУП11","Поступило ДС 23100 БУП: +1 ошибка MVB БУП11","Более не активно ДС 23100 БУП: +1 ошибка MVB БУП11"
"1","23101","C","230","ASG: +1 LSS ASG11 hat ausgelöst","БУП: +1 АЗВ БУП11","Поступило ДС 23101 БУП: +1 АЗВ БУП11","Более не активно ДС 23101 БУП: +1 АЗВ БУП11"
"1","23102","B","231","ASG: +1 ASG11 ist gestört","БУП: +1 неисправность БУП11","Поступило ДС 23102 БУП: +1 неисправность БУП11","Более не активно ДС 23102 БУП: +1 неисправность БУП11"
"1","23103","A","232","ASG: +1 ASG11 ist ausgefallen","БУП: +1 БУП 11 не работает","Поступило ДС 23103 БУП: +1 БУП 11 не работает","Более не активно ДС 23103 БУП: +1 БУП 11 не работает"
"1","23104","M","233","ASG: +1 ASG11 ist durch HMI gesperrt","БУП: +1 БУП11 заблокирован ЧМИ","БУП11 заблокирован с ИЧМ","БУП11 разблокирован с ИЧМ"
"1","23105","B","234","ASG: +1 HBU ist gestört","БУП: +1 неисправность ПСН","Поступило ДС 23105 БУП: +1 неисправность ПСН","Более не активно ДС 23105 БУП: +1 неисправность ПСН"
"1","23106","B","235","ASG: +1 HBU ist gestört","БУП: +1 неисправность ПСН","Поступило ДС 23106 БУП: +1 неисправность ПСН","Более не активно ДС 23106 БУП: +1 неисправность ПСН"
"1","23107","C","236","ASG: +1 Bremswiderstand Uebertemperatur","БУП: +1 тормозной резистор перегрев","Поступило ДС 23107 БУП: +1 тормозной резистор перегрев","Более не активно ДС 23107 БУП: +1 тормозной резистор перегрев"
"1","23108","C","873","ASG: +1 ASG11 Motorisolationsfehler","БУП: +1 БУП11 Ошибка изоляции тягового двигателя","Поступило ДС 23108 БУП: +1 БУП11 Ошибка изоляции тягового двигателя","Более не активно ДС 23108 БУП: +1 БУП11 Ошибка изоляции тягового двигателя"
"1","23109","D","237","ASG: +1 ASG11 Wartungsanforderung","БУП: +1 БУП11 требование техобслуживания","Поступило ДС 23109 БУП: +1 БУП11 требование техобслуживания","Более не активно ДС 23109 БУП: +1 БУП11 требование техобслуживания"
"1","23110","C","837","ASG: +1 ASG11 Bremswiderstandüberwachung","БУП: +1 БУП11 Ошибка","Поступило ДС 23110 БУП: +1 БУП11 Ошибка","Более не активно ДС 23110 БУП: +1 БУП11 Ошибка"
"1","23150","A","238","ASG: +1 MVB-Kommunikationsfehler mit ASG12","БУП: +1 ошибка MVB БУП12","Поступило ДС 23150 БУП: +1 ошибка MVB БУП12","Более не активно ДС 23150 БУП: +1 ошибка MVB БУП12"
"1","23151","C","239","ASG: +1 LSS ASG12 hat ausgelöst","БУП: +1 АЗВ БУП12","Поступило ДС 23151 БУП: +1 АЗВ БУП12","Более не активно ДС 23151 БУП: +1 АЗВ БУП12"
"1","23152","B","240","ASG: +1 ASG12 ist gestört","БУП: +1 неисправность БУП12","Поступило ДС 23152 БУП: +1 неисправность БУП12","Более не активно ДС 23152 БУП: +1 неисправность БУП12"
"1","23153","A","241","ASG: +1 ASG12 ist ausgefallen","БУП: +1 БУП 12 не работает","Поступило ДС 23153 БУП: +1 БУП 12 не работает","Более не активно ДС 23153 БУП: +1 БУП 12 не работает"
"1","23154","M","242","ASG: +1 ASG12 ist durch HMI gesperrt","БУП: +1 БУП12 заблокирован ЧМИ","БУП12 заблокирован с ИЧМ","БУП12 разблокирован с ИЧМ"
"1","23155","B","243","ASG: +1 HBU ist gestört","БУП: +1 неисправность ПСН","Поступило ДС 23155 БУП: +1 неисправность ПСН","Более не активно ДС 23155 БУП: +1 неисправность ПСН"
"1","23156","B","244","ASG: +1 HBU ist gestört","БУП: +1 неисправность ПСН","Поступило ДС 23156 БУП: +1 неисправность ПСН","Более не активно ДС 23156 БУП: +1 неисправность ПСН"
"1","23157","C","245","ASG: +1 Bremswiderstand Uebertemperatur","БУП: +1 тормозной резистор перегрев","Поступило ДС 23157 БУП: +1 тормозной резистор перегрев","Более не активно ДС 23157 БУП: +1 тормозной резистор перегрев"
"1","23158","C","874","ASG: +1 ASG12 Motorisolationsfehler","БУП: +1 БУП12 Ошибка изоляции тягового двигателя","Поступило ДС 23158 БУП: +1 БУП12 Ошибка изоляции тягового двигателя","Более не активно ДС 23158 БУП: +1 БУП12 Ошибка изоляции тягового двигателя"
"1","23159","D","246","ASG: +1 ASG12 Wartungsanforderung","БУП: +1 БУП12 требование техобслуживания","Поступило ДС 23159 БУП: +1 БУП12 требование техобслуживания","Более не активно ДС 23159 БУП: +1 БУП12 требование техобслуживания"
"1","23160","C","796","ASG: +1 ASG12 Bremswiderstandüberwachung","БУП: +1 БУП12 Ошибка","Поступило ДС 23160 БУП: +1 БУП12 Ошибка","Более не активно ДС 23160 БУП: +1 БУП12 Ошибка"
"1","23200","A","247","ASG: +2 MVB-Kommunikationsfehler mit ASG21","БУП: +2 ошибка MVB БУП21","Поступило ДС 23200 БУП: +2 ошибка MVB БУП21","Более не активно ДС 23200 БУП: +2 ошибка MVB БУП21"
"1","23201","C","248","ASG: +2 LSS AS21 hat ausgelöst","БУП: +2 АЗВ БУП21","Поступило ДС 23201 БУП: +2 АЗВ БУП21","Более не активно ДС 23201 БУП: +2 АЗВ БУП21"
"1","23202","B","249","ASG: +2 ASG21 ist gestört","БУП: +2 неисправность БУП21","Поступило ДС 23202 БУП: +2 неисправность БУП21","Более не активно ДС 23202 БУП: +2 неисправность БУП21"
"1","23203","A","250","ASG: +2 ASG21 ist ausgefallen","БУП: +2 БУП 21 не работает","Поступило ДС 23203 БУП: +2 БУП 21 не работает","Более не активно ДС 23203 БУП: +2 БУП 21 не работает"
"1","23204","M","251","ASG: +2 ASG21 ist durch HMI gesperrt","БУП: +2 БУП21 заблокирован ЧМИ","БУП21 заблокирован с ИЧМ","БУП21 разблокирован с ИЧМ"
"1","23205","B","252","ASG: +2 HBU ist gestört","БУП: +2 неисправность ПСН","Поступило ДС 23205 БУП: +2 неисправность ПСН","Более не активно ДС 23205 БУП: +2 неисправность ПСН"
"1","23206","B","253","ASG: +2 HBU ist gestört","БУП: +2 неисправность ПСН","Поступило ДС 23206 БУП: +2 неисправность ПСН","Более не активно ДС 23206 БУП: +2 неисправность ПСН"
"1","23207","C","254","ASG: +2 Bremswiderstand Uebertemperatur","БУП: +2 тормозной резистор перегрев","Поступило ДС 23207 БУП: +2 тормозной резистор перегрев","Более не активно ДС 23207 БУП: +2 тормозной резистор перегрев"
"1","23208","C","914","ASG: +2 ASG21 Motorisolationsfehler","БУП: +2 БУП21 Ошибка изоляции тягового двигателя","Поступило ДС 23208 БУП: +2 БУП21 Ошибка изоляции тягового двигателя","Более не активно ДС 23208 БУП: +2 БУП21 Ошибка изоляции тягового двигателя"
"1","23209","D","255","ASG: +2 ASG21 Wartungsanforderung","БУП: +2 БУП21 требование техобслуживания","Поступило ДС 23209 БУП: +2 БУП21 требование техобслуживания","Более не активно ДС 23209 БУП: +2 БУП21 требование техобслуживания"
"1","23210","C","878","ASG: +2 ASG21 Bremswiderstandüberwachung","БУП: +2 БУП21 Ошибка","Поступило ДС 23210 БУП: +2 БУП21 Ошибка","Более не активно ДС 23210 БУП: +2 БУП21 Ошибка"
"1","23250","A","256","ASG: +2 MVB-Kommunikationsfehler mit ASG22","БУП: +2 ошибка MVB БУП22","Поступило ДС 23250 БУП: +2 ошибка MVB БУП22","Более не активно ДС 23250 БУП: +2 ошибка MVB БУП22"
"1","23251","C","257","ASG: +2 LSS AS22 hat ausgelöst","БУП: +2 АЗВ БУП22","Поступило ДС 23251 БУП: +2 АЗВ БУП22","Более не активно ДС 23251 БУП: +2 АЗВ БУП22"
"1","23252","B","258","ASG: +2 ASG22 ist gestört","БУП: +2 неисправность БУП22","Поступило ДС 23252 БУП: +2 неисправность БУП22","Более не активно ДС 23252 БУП: +2 неисправность БУП22"
"1","23253","A","259","ASG: +2 ASG22 ist ausgefallen","БУП: +2 БУП 22 не работает","Поступило ДС 23253 БУП: +2 БУП 22 не работает","Более не активно ДС 23253 БУП: +2 БУП 22 не работает"
"1","23254","M","260","ASG: +2 ASG22 ist durch HMI gesperrt","БУП: +2 БУП22 заблокирован ЧМИ","БУП22 заблокирован с ИЧМ","БУП22 разблокирован с ИЧМ"
"1","23255","B","261","ASG: +2 HBU ist gestört","БУП: +2 неисправность ПСН","Поступило ДС 23255 БУП: +2 неисправность ПСН","Более не активно ДС 23255 БУП: +2 неисправность ПСН"
"1","23256","B","262","ASG: +2 HBU ist gestört","БУП: +2 неисправность ПСН","Поступило ДС 23256 БУП: +2 неисправность ПСН","Более не активно ДС 23256 БУП: +2 неисправность ПСН"
"1","23257","C","263","ASG: +2 Bremswiderstand Uebertemperatur","БУП: +2 тормозной резистор перегрев","Поступило ДС 23257 БУП: +2 тормозной резистор перегрев","Более не активно ДС 23257 БУП: +2 тормозной резистор перегрев"
"1","23258","C","915","ASG: +2 ASG22 Motorisolationsfehler","БУП: +2 БУП22 Ошибка изоляции тягового двигателя","Поступило ДС 23258 БУП: +2 БУП22 Ошибка изоляции тягового двигателя","Более не активно ДС 23258 БУП: +2 БУП22 Ошибка изоляции тягового двигателя"
"1","23259","D","264","ASG: +2 ASG22 Wartungsanforderung","БУП: +2 БУП22 требование техобслуживания","Поступило ДС 23259 БУП: +2 БУП22 требование техобслуживания","Более не активно ДС 23259 БУП: +2 БУП22 требование техобслуживания"
"1","23260","C","919","ASG: +2 ASG22 Bremswiderstandüberwachung","БУП: +2 БУП22 Ошибка","Поступило ДС 23260 БУП: +2 БУП22 Ошибка","Более не активно ДС 23260 БУП: +2 БУП22 Ошибка"
"1","23301","C","266","Zugsteuerleitungen: +1 LSS hat ausgelöst","Цепи Упр.: +1 АЗВ","Поступило ДС 23301 Цепи Упр.: +1 АЗВ","Более не активно ДС 23301 Цепи Упр.: +1 АЗВ"
"1","23302","C","267","Zugsteuerleitungen: +2 LSS hat ausgelöst","Цепи Упр.: +2 АЗВ","Поступило ДС 23302 Цепи Упр.: +2 АЗВ","Более не активно ДС 23302 Цепи Упр.: +2 АЗВ"
"1","23306","I","1977","+1 Fahrtrichtungsschalter vorwärts","Реверсор: +1 движение вперед","В кабине +100 реверсор в положении вперёд","В кабине +100 реверсор в нейтральном положении "
"1","23307","I","1978","+1 Fahrtrichtungsschalter rückwärts","Реверсор: +1 движение назад","В кабине +100 реверсор в положении назад","В кабине +100 реверсор в нейтральном положении "
"1","23308","I","1979","+2 Fahrtrichtungsschalter vorwärts","Реверсор: +2 движение вперед","В кабине +200 реверсор в положении вперёд","В кабине +200 реверсор в нейтральном положении "
"1","23309","I","1980","+2 Fahrtrichtungsschalter rückwärts","Реверсор: +2 движение назад","В кабине +200 реверсор в положении назад","В кабине +200 реверсор в нейтральном положении "
"1","23310","I","1981","+1 Fahrtrichtungsschalter null","Реверсор: +1 движение 0","В кабине +100 реверсор в нейтральном положении ","В кабине +100 реверсор не в нейтральном положении "
"1","23311","I","1982","+2 Fahrtrichtungsschalter null","Реверсор: +2 движение 0","В кабине +200 реверсор в нейтральном положении ","В кабине +200 реверсор не в нейтральном положении "
"1","23316","A","268","Fahrtrichtungsschalter +1 Ausfall","Реверсор: +1 неисправность","Поступило ДС 23316 Реверсор: +1 неисправность","Более не активно ДС 23316 Реверсор: +1 неисправность"
"1","23317","A","269","Fahrtrichtungsschalter +1 Ausfall","Реверсор: +1 неисправность","Поступило ДС 23317 Реверсор: +1 неисправность","Более не активно ДС 23317 Реверсор: +1 неисправность"
"1","23318","A","270","Fahrtrichtungsschalter +2 Ausfall","Реверсор: +2 неисправность","Поступило ДС 23318 Реверсор: +2 неисправность","Более не активно ДС 23318 Реверсор: +2 неисправность"
"1","23319","A","271","Fahrtrichtungsschalter +2 Ausfall","Реверсор: +2 неисправность","Поступило ДС 23319 Реверсор: +2 неисправность","Более не активно ДС 23319 Реверсор: +2 неисправность"
"1","23320","D","272","+1 Fahr- / Bremshebel Störung, Kanal-1","+1 неисправность контроллера движения / торможения, канал 1","Поступило ДС 23320 +1 неисправность контроллера движения / торможения, канал 1","Более не активно ДС 23320 +1 неисправность контроллера движения / торможения, канал 1"
"1","23321","D","273","+1 Fahr- / Bremshebel Störung Kanal-2","+1 неисправность контроллера движения / торможения, канал 2","Поступило ДС 23321 +1 неисправность контроллера движения / торможения, канал 2","Более не активно ДС 23321 +1 неисправность контроллера движения / торможения, канал 2"
"1","23322","D","274","+1 Fahr- / Bremshebel Störung mech. Kopplung","+1 неисправность контроллера движения / торможения, механ. сцепка","Поступило ДС 23322 +1 неисправность контроллера движения / торможения, механ. сцепка","Более не активно ДС 23322 +1 неисправность контроллера движения / торможения, механ. сцепка"
"1","23323","D","275","+2 Fahr- / Bremshebel Störung Kanal-1","+2 неисправность контроллера движения / торможения, канал 1","Поступило ДС 23323 +2 неисправность контроллера движения / торможения, канал 1","Более не активно ДС 23323 +2 неисправность контроллера движения / торможения, канал 1"
"1","23324","D","276","+2 Fahr- / Bremshebel Störung Kanal-2","+2 неисправность контроллера движения / торможения, канал 2","Поступило ДС 23324 +2 неисправность контроллера движения / торможения, канал 2","Более не активно ДС 23324 +2 неисправность контроллера движения / торможения, канал 2"
"1","23325","D","277","+2 Fahr- / Bremshebel Störung mech. Kopplung","+2 неисправность контроллера движения / торможения, механ. сцепка","Поступило ДС 23325 +2 неисправность контроллера движения / торможения, механ. сцепка","Более не активно ДС 23325 +2 неисправность контроллера движения / торможения, механ. сцепка"
"1","23328","D","278","Reserve","Резерв","Поступило ДС 23328 Резерв","Более не активно ДС 23328 Резерв"
"1","23341","A","279","Fahrtrichtungsschalter: Ausfall","Реверсор: неисправность","Поступило ДС 23341 Реверсор: неисправность","Более не активно ДС 23341 Реверсор: неисправность"
"1","23342","M","280","Notfahrt ist aktiv","Аварийное движение","Активировано Аварийное движение","Деактивировано Аварийное движение"
"1","23343","D","281","Statusschütz Notfahrt Störung","Неисправность контактора состояния режима аварийной работы.","Поступило ДС 23343 Неисправность контактора состояния режима аварийной работы.","Более не активно ДС 23343 Неисправность контактора состояния режима аварийной работы."
"1","23344","A","282","Notfahrt Ausfall","Авар. режим неисправность","Поступило ДС 23344 Авар. режим неисправность","Более не активно ДС 23344 Авар. режим неисправность"
"1","23345","A","283","Notfahrt: Ausfall","Авар.режим неисправность","Поступило ДС 23345 Авар.режим неисправность","Более не активно ДС 23345 Авар.режим неисправность"
"1","23346","A","284","Notfahrt Ausfall","Авар. режим неисправность","Поступило ДС 23346 Авар. режим неисправность","Более не активно ДС 23346 Авар. режим неисправность"
"1","23347","A","285","Notfahrt Ausfall","Авар. режим неисправность","Поступило ДС 23347 Авар. режим неисправность","Более не активно ДС 23347 Авар. режим неисправность"
"1","23349","M","286","Überschreitung der Geschwindigkeit","Превышение скорости","Поступило ДС 23349 Превышение скорости","Более не активно ДС 23349 Превышение скорости"
"1","23356","M","287","Fremdeinspeisung +3 ist angeschlossen","Внешний источник +3 подкл.","Поступило ДС 23356 Внешний источник +3 подкл.","Более не активно ДС 23356 Внешний источник +3 подкл."
"1","23357","M","288","Fremdeinspeisung +4 ist angeschlossen","Внешний источник +4 подкл.","Поступило ДС 23357 Внешний источник +4 подкл.","Более не активно ДС 23357 Внешний источник +4 подкл."
"1","23358","M","289","Fremdeinspeisung +3 ist aktiv","Внешний источник +3 подкл.","Поступило ДС 23358 Внешний источник +3 подкл.","Более не активно ДС 23358 Внешний источник +3 подкл."
"1","23359","M","290","Fremdeinspeisung +4 ist aktiv","Внешний источник +4 подкл.","Поступило ДС 23359 Внешний источник +4 подкл.","Более не активно ДС 23359 Внешний источник +4 подкл."
"1","23360","A","291","Fahr-/Bremshebel +1 Ausfall","Контроллер: +1 неисправность","Поступило ДС 23360 Контроллер: +1 неисправность","Более не активно ДС 23360 Контроллер: +1 неисправность"
"1","23361","A","292","Fahr-/Bremshebel: +2 Ausfall","Контроллер: +2 неисправность","Поступило ДС 23361 Контроллер: +2 неисправность","Более не активно ДС 23361 Контроллер: +2 неисправность"
"1","23362","M","293","Fahrsperre","Блокировка движения","Поступило ДС 23362 Блокировка движения Движение поезда невозможно из- за блокировки движения по техническому состоянию поезда.","Более не активно ДС 23362 Блокировка движения"
"1","23363","M","294","Fahrsperre","Блокировка движения","Поступило ДС 23363 Блокировка движения Движение поезда невозможно из- за неисправности реверсора.","Более не активно ДС 23363 Блокировка движения"
"1","23364","M","295","Fahrsperre","Блокировка движения","Поступило ДС 23364 Блокировка движения Движение поезда невозможно из- за неисправности реверсора.","Более не активно ДС 23364 Блокировка движения"
"1","23365","M","296","Fahrsperre","Блокировка движения","Поступило ДС 23365 Блокировка движения Движение поезда невозможно из- за отсутствия сбора силовой схемы по причине:
1. Заблокированы все БУП
2. Отключен БВ/ГВ","Более не активно ДС 23365 Блокировка движения"
"1","23366","M","297","Fahrsperre","Блокировка движения","Поступило ДС 23366 Блокировка движения В течении 10 секунд скорость поезда не достигла 3 км/ч.","Более не активно ДС 23366 Блокировка движения"
"1","23367","M","298","Fahrsperre","Блокировка движения","Поступило ДС 23367 Блокировка движения Блокировка тяги из- за превышения допустимой скорости по техническому состоянию поезда.","Более не активно ДС 23367 Блокировка движения"
"1","23368","M","299","Fahrsperre","Блокировка движения","Поступило ДС 23368 Блокировка движения Блокировка движения поезда из- за неисправности одной из автоматической двери или подножки.","Более не активно ДС 23368 Блокировка движения"
"1","23369","M","300","Aufhebung der Fahrsperre","Снятие блокир. движения","Нажата кнопка Снятие блокир. движения","Отпущена кнопка Снятия блокир. Движения"
"1","23374","M","301","Fahrsperre","Блокировка движения","Поступило ДС 23374 Блокировка движения Экстренное торможение поезда из- за возможного самопроизвольного расцепления поезда (вагон +100).
Движение поезда невозможно!","Более не активно ДС 23374 Блокировка движения"
"1","23375","M","302","Fahrsperre","Блокировка движения","Поступило ДС 23375 Блокировка движения Экстренное торможение поезда из- за возможного самопроизвольного расцепления поезда (вагон +200).
Движение поезда невозможно!","Более не активно ДС 23375 Блокировка движения"
"1","23376","M","303","Fahrsperre","Блокировка движения","Поступило ДС 23376 Блокировка движения Движение поезда невозможно из- за ошибки при расцеплении составов (вагон +100).","Более не активно ДС 23376 Блокировка движения"
"1","23377","M","304","Fahrsperre","Блокировка движения","Поступило ДС 23377 Блокировка движения Движение поезда невозможно из- за ошибки при расцеплении составов (вагон +200).","Более не активно ДС 23377 Блокировка движения"
"1","23378","C","305","Fahrsperre","Блокировка движения","Поступило ДС 23378 Блокировка движения Неисправность реле контроля сцепки поездов (вагон +100).","Более не активно ДС 23378 Блокировка движения"
"1","23379","C","306","Fahrsperre","Блокировка движения","Поступило ДС 23379 Блокировка движения Неисправность реле контроля сцепки поездов (вагон +200).","Более не активно ДС 23379 Блокировка движения"
"1","24000","A","308","ZSG: Die Kodierung ist fehlerhaft","ЦБУ: нарушение кодировки","Поступило ДС 24000 ЦБУ: нарушение кодировки","Более не активно ДС 24000 ЦБУ: нарушение кодировки"
"1","24001","A","309","ZSG: Eigenüberwachung","ЦБУ: самоконтроль","Поступило ДС 24001 ЦБУ: самоконтроль","Более не активно ДС 24001 ЦБУ: самоконтроль"
"1","24002","I","1983","Reserve_24002","Резерв_24002","Поступило ДС 24002 Резерв_24002","Более не активно ДС 24002 Резерв_24002"
"1","24003","I","1984","Reserve_24003","Резерв_24003","Поступило ДС 24003 Резерв_24003","Более не активно ДС 24003 Резерв_24003"
"1","24004","I","1985","Reserve_24004","Резерв_24004","Поступило ДС 24004 Резерв_24004","Более не активно ДС 24004 Резерв_24004"
"1","24008","D","310","Die gültige BLOK-Basis-Uhrzeit hat unplausiblen Wert","Действительное базовое время БЛОК имеет недостоверное значение","Поступило ДС 24008 Действительное базовое время БЛОК имеет недостоверное значение","Более не активно ДС 24008 Действительное базовое время БЛОК имеет недостоверное значение"
"1","24009","D","311","Die gültige BLOK-Basis-Uhrzeit ändert sich nicht","Действительное базовое время БЛОК не изменяется","Поступило ДС 24009 Действительное базовое время БЛОК не изменяется","Более не активно ДС 24009 Действительное базовое время БЛОК не изменяется"
"1","24010","A","312","ZSG: Speicher","ЦБУ: запом. устройство","Поступило ДС 24010 ЦБУ: запом. устройство","Более не активно ДС 24010 ЦБУ: запом. устройство"
"1","24011","A","313","Zeitscheibe T1 ist übergelaufen","Превышен интервал ответа Т1","Поступило ДС 24011 Превышен интервал ответа Т1","Более не активно ДС 24011 Превышен интервал ответа Т1"
"1","24012","A","314","Zeitscheibe T2 ist übergelaufen","Превышен интервал ответа Т2","Поступило ДС 24012 Превышен интервал ответа Т2","Более не активно ДС 24012 Превышен интервал ответа Т2"
"1","24013","A","315","Zeitscheibe T3 ist übergelaufen","Превышен интервал ответа Т3","Поступило ДС 24013 Превышен интервал ответа Т3","Более не активно ДС 24013 Превышен интервал ответа Т3"
"1","24014","A","316","Zeitscheibe T4 ist übergelaufen","Превышен интервал ответа Т4","Поступило ДС 24014 Превышен интервал ответа Т4","Более не активно ДС 24014 Превышен интервал ответа Т4"
"1","24015","A","317","Zeitscheibe T5 ist übergelaufen","Превышен интервал ответа Т5","Поступило ДС 24015 Превышен интервал ответа Т5","Более не активно ДС 24015 Превышен интервал ответа Т5"
